Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
3:10	v6y0		rc://*/ta/man/translate/figs-idiom	νυκτὸς καὶ ἡμέρας	1	Here, the phrase **night and day** indicates that Paul and his fellow workers were **pleading earnestly** during both the day and the night. This means that they were **pleading earnestly** very often every day. If it would be helpful in your language, you could use a comparable expression or state the meaning plainly. Alternate translation: “all the time” or “always”
3:10	wj8y		rc://*/ta/man/translate/figs-explicit	ὑπέρἐκπερισσοῦ δεόμενοι	1	Here Paul implies that he and his fellow workers pray to God when they are **pleading**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “pleading earnestly with God”
3:10	eb26		rc://*/ta/man/translate/figs-idiom	εἰς τὸ ἰδεῖν ὑμῶν τὸ πρόσωπον	1	The phrase **to see your face** refers to visiting someone and being with them. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “to visit you” or “to spend time with you”
3:10	s0xz		rc://*/ta/man/translate/grammar-collectivenouns	ὑμῶν τὸ πρόσωπον	1	Here Paul speaks as if the Thessalonians together had one **face**, but he is referring to each of their faces. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “your faces”
3:10	uqwr		rc://*/ta/man/translate/figs-explicit	καταρτίσαι τὰ ὑστερήματα τῆς πίστεως ὑμῶν	1	Here Paul could be implying that the Thessalonians are **lacking**: (1) knowledge about God that should be included in their **faith**. Alternate translation: “to teach you more about your faith” (2) some aspects of **faith** in God. Alternate translation: “to enable you to have faith completely”
3:10	e5fh		rc://*/ta/man/translate/figs-abstractnouns	τῆς πίστεως ὑμῶν	1	If your language does not use an abstract noun for the idea of **faith**, you could express the same idea in another way. Alternate translation: “in what you believe”
3:11-13	tet9		rc://*/ta/man/translate/translate-blessing	αὐτὸς δὲ ὁ Θεὸς καὶ Πατὴρ ἡμῶν, καὶ ὁ Κύριος ἡμῶν, Ἰησοῦς, κατευθύναι τὴν ὁδὸν ἡμῶν πρὸς ὑμᾶς. ὑμᾶς δὲ ὁ Κύριος πλεονάσαι καὶ περισσεύσαι τῇ ἀγάπῃ εἰς ἀλλήλους, καὶ εἰς πάντας, καθάπερ καὶ ἡμεῖς εἰς ὑμᾶς; εἰς τὸ στηρίξαι ὑμῶν τὰς καρδίας, ἀμέμπτους ἐν ἁγιωσύνῃ ἔμπροσθεν τοῦ Θεοῦ καὶ Πατρὸς ἡμῶν, ἐν τῇ παρουσίᾳ τοῦ Κυρίου ἡμῶν, Ἰησοῦ, μετὰ πάντων τῶν ἁγίων αὐτοῦ. ἀμήν!	1	Here Paul is asking God to bless the Thessalonians. You could express this as either a blessing or a prayer, in whichever way is more natural in your language. Alternate translation: “But we ask our God and Father himself and our Lord Jesus to direct our way to you. We ask the Lord to make you increase and abound in love for one another and for all, just as we also toward you, to strengthen your hearts, blameless in holiness before our God and Father, at the coming of our Lord Jesus with all his saints. Amen!”
3:11	kdk9		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **But** introduces a new topic. If it would be helpful in your language, you could use a word or phrase that introduces a new topic, or you could leave **But** untranslated. Alternate translation: “Now”
3:11	um1c		rc://*/ta/man/translate/figs-metaphor	αὐτὸς & ὁ Θεὸς καὶ Πατὴρ ἡμῶν, καὶ ὁ Κύριος ἡμῶν, Ἰησοῦς, κατευθύναι τὴν ὁδὸν ἡμῶν πρὸς ὑμᾶς	1	Paul speaks about God the Father and the Lord Jesus as if they were directing Paul’s way and his fellow worker’s ways. He could mean that God the Father and the Lord Jesus: (1) are like guides who take Paul and his fellow workers to meet the Thessalonians, which would enable Paul and his fellow workers to visit the Thessalonians. Alternate translation: “may our God and Father himself and our Lord Jesus bring us to you” (2) enable Paul and his fellow workers to overcome obstacles that prevent them from visiting the Corinthians. Alternate translation: “may our God and Father himself and our Lord Jesus remove everything that prevents us from visiting you” (3) lead Paul and his fellow workers on a straight path to the Thessalonians, which would enable Paul and his fellow workers to visit the Thessalonians soon. Alternate translation: “may our God and Father himself and our Lord Jesus enable us to visit you soon”
3:11	f3wh		rc://*/ta/man/translate/figs-hendiadys	ὁ Θεὸς καὶ Πατὴρ ἡμῶν	1	Here, the phrase **our God and Father** refers to the one divine person who is both God and Father. The word **God** and the word **Father** refer to the same person. If it would be helpful in your language, you could make this idea more explicit. See how you translated the similar phrase in [1:3](../01/03.md). Alternate translation: “God our Father” or “our Father God”
3:11	mc2m		rc://*/ta/man/translate/writing-pronouns	αὐτὸς & ὁ Θεὸς καὶ Πατὴρ ἡμῶν	1	For emphasis, Paul is stating the pronoun “he,” which is already implied in the the phrase **our God and Father**. If your language can state implied pronouns explicitly for emphasis, you may want to use that construction in your translation. Other languages may have other ways of bringing out this emphasis. The ULT does so by using the intensive pronoun **himself**. Alternate translation: “he who is our God and Father” or “God our Father indeed”
3:11	bql9		rc://*/ta/man/translate/figs-exclusive	ἡμῶν & ἡμῶν & ἡμῶν	1	Here, the word **our** in the phrases **our God** and **our Lord** includes all believers. The word **our** in the phrase **our way** only includes Paul and his fellow workers. It does not include the Thessalonians. Make sure that this is clear if your language marks these distinctions.
3:12	eeu2		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next part of Paul’s prayer. If it would be helpful in your language, you could use a word or phrase that introduces another section, or you could leave **Now** untranslated. Alternate translation: “Further,”
3:12	f4ma		rc://*/ta/man/translate/figs-doublet	ὑμᾶς & ὁ Κύριος πλεονάσαι καὶ περισσεύσαι	1	The terms **increase** and **abound** mean similar things. Paul is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “may the Lord make you very much abound” or “may the Lord make you increase greatly”
3:12	o80n		rc://*/ta/man/translate/figs-abstractnouns	τῇ ἀγάπῃ εἰς ἀλλήλους, καὶ εἰς πάντας, καθάπερ καὶ ἡμεῖς εἰς ὑμᾶς	1	If your language does not use an abstract noun for the idea of **love**, you could express the same idea in another way. Alternate translation: “in how you love one another and all, just as we also love you”
3:12	gyy3		rc://*/ta/man/translate/figs-nominaladj	εἰς πάντας	1	Paul is using the adjective **all** as a noun to refer to all people. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “for all humans”
3:12	dm6c		rc://*/ta/man/translate/figs-ellipsis	καὶ ἡμεῖς εἰς ὑμᾶς	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “we also increase and abound in love for you”
3:13	taws		rc://*/ta/man/translate/grammar-connect-logic-goal	εἰς τὸ στηρίξαι	1	Here the phrase **to strengthen** introduces the purpose for which Paul prays that the Lord will make the Thessalonians increase in love (see [3:12](../03/12.md)). If it would be helpful in your language, you could use a word or phrase that introduces a purpose. Alternate translation: “in order that he might strengthen” or “and I pray those things so that he might strengthen”
3:13	ly21		rc://*/ta/man/translate/figs-metaphor	εἰς τὸ στηρίξαι ὑμῶν τὰς καρδίας	1	Here Paul speaks of the Thessalonians becoming spiritually stronger as if their **hearts** were being strengthened. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “to strengthen you spiritually” or “to make you stronger on the inside”
3:13	wb3l		rc://*/ta/man/translate/figs-ellipsis	ὑμῶν τὰς καρδίας, ἀμέμπτους	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply words such as “so that they will be” if it would be clearer in your language. Alternate translation: “your hearts so that they will be blameless” or “your hearts so that you will be blameless”
3:13	ms8t		rc://*/ta/man/translate/figs-abstractnouns	ἐν ἁγιωσύνῃ	1	If your language does not use an abstract noun for the idea of **holiness**, you could express the same idea in another way. Alternate translation: “in how holy you are”
3:13	p12j		rc://*/ta/man/translate/figs-idiom	ἔμπροσθεν τοῦ Θεοῦ καὶ Πατρὸς ἡμῶν	1	Here, the phrase **before our God and Father** refers to being in the presence of **our God and Father**. In this case, the phrase emphasizes that God is the one who will declare the Thessalonians to be **blameless in holiness**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “in the presence of our God and Father” or “according to our God and Father”
3:13	jev8		rc://*/ta/man/translate/figs-hendiadys	τοῦ Θεοῦ καὶ Πατρὸς ἡμῶν	1	Here, the phrase **our God and Father** refers to the one divine person who is both God and Father. The word **God** and the word **Father** refer to the same person. If it would be helpful in your language, you could make this idea more explicit. See how you translated the similar phrase in [3:11](../03/11.md). Alternate translation: “God our Father” or “our Father God”
3:13	r8sb		rc://*/ta/man/translate/figs-exclusive	ἡμῶν	-1	In both places, the word **our** includes Paul, Silvanus, Timothy, the Thessalonians, and all believers. Your language may require you to mark this form.
3:13	ytqg		rc://*/ta/man/translate/figs-explicit	ἐν τῇ παρουσίᾳ τοῦ Κυρίου ἡμῶν, Ἰησοῦ	1	Here, the phrase **the coming of our Lord Jesus** refers to the specific time in the future when Jesus will come back to earth, judge everyone, punish unbelievers, and reward believers. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “when our Lord Jesus comes back to earth” or “at return of our Lord Jesus to us”
3:13	vnsi		rc://*/ta/man/translate/figs-explicit	μετὰ πάντων τῶν ἁγίων αὐτοῦ	1	Here, the word **saints** could refer to: (1) believers. Alternate translation: “with everyone who believes in him” (2) believers and angels. Alternate translation: “with all his holy angels and those who believe in him” (3) angels. Alternate translation: “with all his holy angels”
4:intro	b1z5				0	# 1 Thessalonians 4 General Notes\n\n## Structure and Formatting\n\n7. Teaching on sexual morality (4:1–8)\n8. Teaching on Christian love (4:9–12)\n9. Teaching on the day of the Lord (4:13–5:11)\n      * Dead believers and the day of the Lord (4:13–18)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Sexual morality\n\nIn [4:3–8](../04/03.md), Paul commands the Thessalonians to act in holy ways, particularly in relation to their sexual behavior. He does not provide specific details, but he does require them to exercise self-control and to avoid hurting a fellow believer. In the Thessalonians’ culture, sexual immorality was very common. Men and women would have sex with people who were not their own spouses, and older men would have sex with younger men. If a Christian had sex with another Christian to whom he or she was not married, it could easily hurt or exploit that person or that person’s family. Paul wants the Corinthians to completely avoid this possibility.\n\n### Brotherly love\n\nIn [4:9–12](../04/09.md), Paul praises the Corinthians for showing “brotherly love.” He means that they love each other as if they were members of the same family. He also encourages them to show this kind of love even more, which includes staying out of other people’s private affairs and making sure that they can provide for themselves instead of depending on other people.\n\n### Dead believers\n\nThe Thessalonians were worried that believers who had died might not experience some of the wonderful things that will happen when Jesus comes back. In [4:13–18](../04/13.md), Paul assures them that believers who had died not miss anything when Jesus comes back. In fact, he tells them that believers who have died will meet Jesus first, before everyone who is still alive meets him. He wants them to encourage or comfort each other with this teaching.\n\n### The coming of the Lord\n\nIn [4:13–18](../04/13.md), Paul teaches the Thessalonians about what will happen when Jesus comes back. He describes Jesus’ return with powerful language that includes angels, people being lifted up into the sky, and loud sounds. Scholars debate whether Paul described Jesus’ return with symbolic language or whether he described specific events that will happen when Jesus comes back. Your translation should express Paul’s descriptions as clearly as possible while allowing for both interpretations of his words.\n\n## Translation Issues in This Chapter\n\n### “His own vessel”\n\nIn [4:4](../04/04.md), Paul urges each Thessalonian to “possess his own vessel in sanctification and honor.” Paul could be using the word “vessel” in several different ways. First (1), and most likely, he could be using “vessel” as a euphemism for the sexual organ. In this case, he is urging the Thessalonians to have self-control over their sexual desires the acts. Also, he is addressing men directly but also includes women in his command. Second (2), he could be using “vessel” as a metaphor for the physical body. In this case, he is focusing particularly on the sexual aspect of the physical body, just like in option (1). Third (3), and least likely, Paul could be using “vessel” as a metaphor for a man’s wife. In this case, he is urging each Thessalonian man to be sexually faithful to his wife. It is recommended that you follow option (1) or perhaps option (2) since these are the most likely explanations for why Paul uses the word “vessel.” (See: [[rc://*/ta/man/translate/figs-euphemism]] and [[rc://*/ta/man/translate/figs-metaphor]])\n\n### “The ones sleeping”\n\nIn [4:13–15](../04/13.md), Paul refers to people who are “sleeping.” This was a polite way in his culture to refer to people who had died. Paul does not have any deeper meaning in mind. Consider how, in your culture, you might politely refer to people who had died. (See: [[rc://*/ta/man/translate/figs-euphemism]])\n\n## Translation Issues in This Chapter\n\n### Did Paul think that Jesus would come back before he himself died?\n\nIn [4:15](../04/15.md) and [4:17](../04/17.md), Paul uses the word “we” to include himself among the believers who are alive when Jesus comes back. Some scholars think that this implies that Paul believed or hoped that Jesus would come back before Paul died. However, other scholars think that Paul used the word “we” because he was referring to believers who are alive, and of course he was alive when he wrote this letter. In your translation, you should use an inclusive form of “we” if your language marks that distinction, but you should not include any further clarification.\n\n### What is the sequence of events in [4:15–17](../04/15.md)?\n\nIn these verses, Paul describes several events that will occur in sequence. Based on what he says, we can be relatively sure that the following three events will occur in this order: (1) the Lord Jesus will come down from heaven, (2) believers who have died will resurrect and go with the Lord, and (3) believers who are still alive with be taken up to meet the Lord in the air. It is less clear whether the “loud command,” the “voice of an archangel” and the “trumpet of God” happen before or during Jesus’ descent from heaven. Also, it is not clear whether Jesus and believers go up to heaven or come back to earth, although coming back to earth is slightly more likely. Make sure that your translation clearly presents the three main events in sequence, and if possible, allow for several different interpretations for the other elements.
4:1	udi2		rc://*/ta/man/translate/grammar-connect-logic-result	οὖν	1	Here, the word **Therefore** introduces a development in Paul’s argument. He is transitioning from rejoicing about the Thessalonians to instructing them about how to act and what to believe. If it would be helpful in your language, you could use a word or phrase that introduces this kind of development. Alternate translation: “So” or “Given all that”
4:1	vtas		rc://*/ta/man/translate/grammar-connect-words-phrases	λοιπὸν	1	Here, the word **finally** signals to the audience that Paul is starting the last section of his letter. The word does not mean that Paul is about to finish the letter. If it would be helpful in your language, you could use a word or phrase that introduces the last major part of a letter. Alternate translation: “lastly” or “in this last section”
4:1	u2lw		rc://*/ta/man/translate/figs-doublet	ἐρωτῶμεν ὑμᾶς καὶ παρακαλοῦμεν	1	The terms **ask** and **encourage** mean similar things. Paul is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “we strongly encourage you” or “we urgently ask you”
4:1	foeh		rc://*/ta/man/translate/figs-metaphor	ἐν Κυρίῳ Ἰησοῦ	1	Here Paul uses the spatial metaphor **in the Lord Jesus** to describe the union of believers with **Jesus**. In this case, being **in the Lord Jesus**, or united to Jesus, could specifically explain: (1) the reason why Paul and his fellow workers **ask and exhort** the Thessalonians. Alternate translation: “because of your union with the Lord Jesus” (2) the authority by which Paul and his fellow workers **ask and exhort** the Thessalonians. Alternate translation: “as those who represent the Lord Jesus”
4:1	p4db		rc://*/ta/man/translate/figs-metaphor	περιπατεῖν & περιπατεῖτε	1	Paul speaks of behavior in life as if it were **walking**. If it would be helpful in your language, you could state the meaning plainly. See you how you translated the similar phrase in [2:12](../02/12.md). Alternate translation: “to act … you are acting” or “to live your lives … you are living your lives”
4:1	ckii		rc://*/ta/man/translate/figs-hendiadys	περιπατεῖν καὶ ἀρέσκειν Θεῷ	1	Here, **to walk and to please** expresses a single idea by using two words connected with **and**. The word **please** describes the way in which the Thessalonian church should **walk**. If it would be helpful in your language, you could express this meaning with an equivalent phrase that does not use **and**. Alternate translation: “to walk in a way that is pleasing to God” or “to walk so that you please God”
4:1	q937		rc://*/ta/man/translate/grammar-connect-words-phrases	ἵνα	1	Here, the word **that** could introduce: (1) what it is that Paul and his fellow workers **ask and exhort** the Thessalonians to do. Alternate translation: “we ask that” (2) the purpose for which Paul and his fellow workers **ask and exhort** the Thessalonians. Alternate translation: “in order that”
4:1	e3cd		rc://*/ta/man/translate/figs-explicit	περισσεύητε μᾶλλον	1	Here Paul implies that he and his fellow workers want the Thessalonians to **abound even more** in pleasing God. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “you might abound even more in doing what is pleasing to God”
4:2	ebjm		rc://*/ta/man/translate/grammar-connect-words-phrases	γὰρ	1	Here, the word **For** introduces a further explanation of what Paul said in the previous verse about how the Thessalonians received instructions from Paul and his fellow workers (See: [4:1](../04/01.md)). If it would be helpful in your language, you could use a word or phrase that introduces an explanation, or you could leave **For** untranslated. Alternate translation: “Indeed,” or “In fact,”
4:2	oyu3		rc://*/ta/man/translate/figs-explicit	ἐδώκαμεν ὑμῖν	1	Here Paul refers to what he and his fellow workers told the Thessalonians when they first visited them. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “we, when we were with you, gave you”
4:2	vg16		rc://*/ta/man/translate/figs-explicit	διὰ τοῦ Κυρίου Ἰησοῦ	1	Here, the phrase **through the Lord Jesus** indicates that Paul and his fellow workers said what **the Lord Jesus** wanted them to say. In other words, they spoke with the authority of **the Lord Jesus**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “as we spoke what the Lord Jesus wanted” or “by the authority of the Lord Jesus”
4:3	lit4		rc://*/ta/man/translate/grammar-connect-words-phrases	γάρ	1	Here, the word **For** introduces specific examples of the “commands” that Paul and his fellow workers gave to the Thessalonians (See: [4:2](../04/02.md)). If it would be helpful in your language, you could use a word or phrase that introduces specific examples, or you could leave **For** untranslated. Alternate translation: “Specifically” or “For example, we told you that”
4:3	idjo		rc://*/ta/man/translate/writing-pronouns	τοῦτο & ἐστιν θέλημα τοῦ Θεοῦ, ὁ ἁγιασμὸς ὑμῶν	1	Here, the word **this** refers to the phrase **your sanctification**. Paul uses this form to emphasize **sanctification**. If it would be helpful in your language, you could express the idea in another way that emphasizes **sanctification**. Alternate translation: “your sanctification is the will of God” or “the will of God is your sanctification”
4:3	ycsw		rc://*/ta/man/translate/figs-abstractnouns	θέλημα τοῦ Θεοῦ, ὁ ἁγιασμὸς ὑμῶν,	1	If your language does not use abstract nouns for the ideas of **will** and **sanctification**, you could express the same ideas in another way. Alternate translation: “what God wants, that you become holy”
4:3	lgac		rc://*/ta/man/translate/figs-explicit	ὁ ἁγιασμὸς ὑμῶν, ἀπέχεσθαι ὑμᾶς	1	Here, the phrase **that you keep yourselves** introduces an explanation of what Paul means when he uses the word **sanctification**. This explanation continues in [4:4–6](../04/04.md). If it would be helpful in your language, you could use a word or phrase that introduces an explanation. Alternate translation: “your sanctification, that is, that you keep yourselves”
4:3	uuu4			ἀπέχεσθαι ὑμᾶς ἀπὸ	1	Alternate translation: “that you stay away from” or “that you avoid”
4:3	o59a		rc://*/ta/man/translate/figs-abstractnouns	τῆς πορνείας	1	If your language does not use an abstract noun for the idea of **immorality**, you could express the same idea in another way. Alternate translation: “doing what is sexually immoral” or “acting in sexually immoral ways”
4:4	s4yl		rc://*/ta/man/translate/figs-explicit	εἰδέναι ἕκαστον ὑμῶν	1	Here, the phrase **that each of you knows** could: (1) give another example of what “sanctification” means (See: [4:3](../04/03.md)). Alternate translation: “and that each of you knows” (2) describe more specifically what it means to avoid “sexual immorality” (See: [4:3](../04/03.md)). Alternate translation: “more specifically, that each of you knows”
4:4	vhbp		rc://*/ta/man/translate/figs-explicit	εἰδέναι ἕκαστον ὑμῶν & κτᾶσθαι	1	Here, the word **knows** could refer specifically to: (1) learning how to do something. Alternate translation: “that each of you learns to possess” (2) understanding something. Alternate translation: “that each of you understands how to possess”
4:4	arkf		rc://*/ta/man/translate/figs-euphemism	τὸ ἑαυτοῦ σκεῦος, κτᾶσθαι	1	Here, the word **vessel** could refer to: (1) a person’s sexual organ. This is a euphemism. Alternate translation: “to possess his own sexual organ” (2) a man’s wife. This is a metaphor. Alternate translation: “to possess his own wife”
4:4	f4ux		rc://*/ta/man/translate/figs-metaphor	τὸ ἑαυτοῦ σκεῦος, κτᾶσθαι	1	The meaning of the verb **possess** depends on what the word **vessel** means (See: the previous note): (1) If the word **vessel** refers to the body or more specifically to the sexual organ, the word **possess** refers to people having control over their bodies. Alternate translation: “to exercise control over his sexual organs” or “to exercise sexual self-control” (2) If the word **vessel** refers to a wife, the word **possess** could refer to a man having sex with his wife. Alternate translation: “to have sexual relations with his wife” (3) If the word **vessel** refers to a wife, the word **possess** could refer to a man marrying a woman. Alternate translation: “to marry a wife”
4:4	fpyv		rc://*/ta/man/translate/figs-gendernotations	τὸ ἑαυτοῦ σκεῦος	1	The referent of the word **his** depends on what the word **vessel** means (See: the previous two notes): (1) If the word **vessel** refers to a person’s sexual organ, Paul is using the word **his** in a generic sense that includes both men and women. Alternate translation: “his or her own vessel” (2) If the word **vessel** refers to a wife, Paul is using the word **his** to refer only to men and not to women. Alternate translation: “the vessel that is his”
4:4	ihqe		rc://*/ta/man/translate/figs-abstractnouns	ἐν ἁγιασμῷ καὶ τιμῇ	1	If your language does not use abstract nouns for the ideas of **sanctification** and **honor**, you could express the same ideas in another way. Alternate translation: “in holy and honorable ways”
4:5	y9g2		rc://*/ta/man/translate/grammar-connect-logic-contrast	μὴ ἐν πάθει ἐπιθυμίας	1	Here, **not in the passion of lust** contrasts with the previous phrase “in holiness and honor” (See: [4:4](../04/04.md)). If it would be helpful in your language, you could use a word or phrase that introduces this kind of contrast. Alternate translation: “and in contrast, not in the passion of lust”
4:5	utvd		rc://*/ta/man/translate/figs-abstractnouns	μὴ ἐν πάθει ἐπιθυμίας	1	If your language does not use abstract nouns for the ideas of **passion** and **lust**, you could express the same ideas in another way. Alternate translation: “not passionately lusting”
4:5	vjej		rc://*/ta/man/translate/figs-possession	πάθει ἐπιθυμίας	1	Here, Paul is using the possessive form to connect **passion** and **lust**. More specifically, he could be referring to: (1) **passion** that is characterized by **lust**. Alternate translation: “lustful passion” (2) **lust** that is characterized by **passion**. Alternate translation: “passionate lust”
4:5	nrmz		rc://*/ta/man/translate/figs-ellipsis	καθάπερ καὶ τὰ ἔθνη τὰ μὴ εἰδότα τὸν Θεόν	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply words such as “behave” or “act” if it would be clearer in your language. Alternate translation: “just as also the Gentiles behave, the ones not knowing God” or “just as also the Gentiles, the ones not knowing God, act”
4:5	w03g		rc://*/ta/man/translate/figs-distinguish	τὰ ἔθνη τὰ μὴ εἰδότα τὸν Θεόν	1	Here Paul is distinguishing from **Gentiles** who do not know God from Gentiles who do know God. Be sure that this distinction is clear in your translation. Alternate translation: “the Gentiles, specifically the ones not knowing God” or “all the Gentiles who do not know God”
4:5	lbvc		rc://*/ta/man/translate/figs-idiom	τὰ μὴ εἰδότα τὸν Θεόν	1	Here, the phrase **not knowing God** means that these **Gentiles** do not listen to, trust in, or obey God. It does not mean that they do not know about God. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the ones not listening to God” or “the ones not obeying God”
4:6	ho6h		rc://*/ta/man/translate/grammar-connect-logic-goal	τὸ μὴ ὑπερβαίνειν	1	Here, the phrase **not to transgress** could introduce: (1) the purpose of what Paul has said in [4:3–5](../04/03.md) about abstaining from sexual immorality. Alternate translation: “in order not to transgress” (2) another example of what “sanctification” means (See: [4:3](../04/03.md)). Alternate translation: “and that each of you does not transgress” (3) another description of what it means to avoid “sexual immorality” (See: [4:3](../04/03.md)). Alternate translation: “that each of you does not transgress”
4:6	wmb6		rc://*/ta/man/translate/figs-hendiadys	ὑπερβαίνειν καὶ πλεονεκτεῖν	1	The two terms **transgress** and **take advantage of** work together to express a single idea. The phrase **take advantage of** tells how a person might **transgress**. If it would be more natural in your language, you could express this meaning in a different way. Alternate translation: “transgress through taking advantage of” or “transgress, taking advantage of”
4:6	yudl		rc://*/ta/man/translate/figs-metaphor	τὸν ἀδελφὸν αὐτοῦ	1	Paul is using the term **brother** to mean a person who shares the same faith. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “his believing friend”
4:6	knir		rc://*/ta/man/translate/figs-gendernotations	τὸν ἀδελφὸν αὐτοῦ	1	Here Paul could be using the masculine form **his brother** to refer to: (1) specific fellow believers, whether men or women. Alternate translation: “any brother or sister” or “his or her brother or sister” (2) specific male believers, specifically men in charge of families. Alternate translation: “any brother in charge of a family”
4:6	ckez		rc://*/ta/man/translate/figs-explicit	ἐν τῷ πράγματι	1	Here, the phrase **this matter** refers to what Paul has been speaking about: sexual morality. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “in the area of sexual morality” or “in his sexual behavior”
4:6	q7bf		rc://*/ta/man/translate/grammar-connect-logic-result	διότι	1	Here, the word **for** introduces a reason why the Thessalonians should obey God by avoiding sexual immorality. If it would be helpful in your language, you could use a word or phrase that introduces a reason, or you could leave **for** untranslated. Alternate translation: “and you should behave in these ways because” or “all of which you should do since”
4:6	ax3k		rc://*/ta/man/translate/writing-pronouns	πάντων τούτων	1	Here, the phrase **all these things** refers to the sinful sexual behaviors that Paul has mentioned. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “all these sexually immoral behaviors” or “every sexual sin”
4:6	d1ip		rc://*/ta/man/translate/figs-explicit	καθὼς καὶ προείπαμεν ὑμῖν καὶ διεμαρτυράμεθα	1	Here Paul refers to what he and his fellow workers told the Thessalonians when they visited them. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “just as we also we also said before to you and testified when we visited you”
4:6	ix4p		rc://*/ta/man/translate/figs-doublet	καὶ προείπαμεν ὑμῖν καὶ διεμαρτυράμεθα	1	The terms **said before** and **testified** mean similar things. Paul is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “we also solemnly warned you before” or “we also already testified to you”
4:7	v3np		rc://*/ta/man/translate/grammar-connect-words-phrases	γὰρ	1	Here, the word **For** introduces a reason or basis for what Paul has said about avoiding sexual immorality (See: [4:3–6](../04/03.md)). If it would be helpful in your language, you could use a word or phrase that introduces a reason or basis. Alternate translation: “All that is important because”
4:7	q4tj		rc://*/ta/man/translate/figs-exclusive	ἡμᾶς	1	Here, the word **us** includes Paul, his fellow workers, and the Thessalonians. Your language may require you to mark this form.
4:7	qx6y		rc://*/ta/man/translate/figs-abstractnouns	ἐπὶ ἀκαθαρσίᾳ, ἀλλ’ ἐν ἁγιασμῷ	1	If your language does not use abstract nouns for the ideas of **uncleanness** and **sanctification**, you could express the same ideas in another way. Alternate translation: “to be unclean, but to be sanctified” or “to act in unclean ways, but in holy ways”
4:7	qli0		rc://*/ta/man/translate/figs-ellipsis	ἀλλ’ ἐν ἁγιασμῷ	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “but he called us in sanctification”
4:8	mn5y		rc://*/ta/man/translate/grammar-connect-logic-result	τοιγαροῦν	1	Here, the word **Therefore** introduces an inference or conclusion from what Paul has said in [4:3–7](../04/03.md). If it would be helpful in your language, you could use another word that introduces an inference or conclusion. Alternate translation: “Because of all that” or “In conclusion”
4:8	gzz8		rc://*/ta/man/translate/writing-pronouns	ὁ ἀθετῶν	1	Here, the word **this** refers back to what Paul has commanded the Thessalonians about living holy lives and avoiding sexual immorality. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “the one rejecting these commands about sexual morality” or “the one rejecting what we have said about sexual behavior”
4:8	kfcb		rc://*/ta/man/translate/figs-infostructure	οὐκ ἄνθρωπον ἀθετεῖ, ἀλλὰ τὸν Θεὸν, τὸν διδόντα	1	If your language would not naturally put the negative statement before the positive statement, you could reverse the two elements here. Alternate translation: “rejects God, not man, and God is the one who gives”
4:8	b7q5		rc://*/ta/man/translate/figs-gendernotations	ἄνθρωπον	1	Although the term **man** is masculine, Paul is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “a person” or “a man or woman”
4:8	zm4y		rc://*/ta/man/translate/figs-distinguish	τὸν διδόντα	1	Here Paul is adding more information about **God**. He is not distinguishing between different gods. If it would be helpful in your language, you could use a form that clearly adds information instead of distinguishing between people. Alternate translation: “who is the one who gives”
4:8	v4lc		rc://*/ta/man/translate/translate-textvariants	τὸν διδόντα	1	Many ancient manuscripts read **the one giving**. The ULT follows that reading. Other ancient manuscripts read “the one having given.” If a translation of the Bible exists in your region, you may wish to use the reading that it uses. If a translation of the Bible does not exist in your region, you may wish to use the reading of the ULT.
