Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
7:17	h84y		rc://*/ta/man/translate/translate-names	Azgad	1	Azgad is the name of a man.
7:18	d1e1		rc://*/ta/man/translate/figs-metaphor	The sons of Adonikam	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Adonikam”
7:18	b95k		rc://*/ta/man/translate/translate-names	Adonikam	1	Adonikam is the name of a man.
7:19	lhq4		rc://*/ta/man/translate/figs-metaphor	The sons of Bigvai	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Bigvai”
7:19	iy74		rc://*/ta/man/translate/translate-names	Bigvai	1	Bigvai is the name of a man.
7:20	d1e3		rc://*/ta/man/translate/figs-metaphor	The sons of Adin	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Adin”
7:20	d5wk		rc://*/ta/man/translate/translate-names	Adin	1	Adin is the name of a man.
7:21	l797		rc://*/ta/man/translate/figs-metaphor	The sons of Ater, of Hezekiah	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Ater who were descendants of Hezekiah”
7:21	mxg1		rc://*/ta/man/translate/translate-names	Ater	1	Ater is the name of a man, and Hezekiah is the name of one of his descendants.
7:22	d1e5		rc://*/ta/man/translate/figs-metaphor	The sons of Hashum	1	**Sons** means **descendants.** Alternate translation: “from the descendants of Hashum”
7:22	r3ee		rc://*/ta/man/translate/translate-names	Hashum	1	Hashum is the name of a man.
7:23	yyf7		rc://*/ta/man/translate/figs-metaphor	The sons of Bezai	1	**Sons** means **descendants.** Alternate translation: “from the descendants of Bezai”
7:23	v6eh		rc://*/ta/man/translate/translate-names	Bezai	1	Bezai is the name of a man.
7:24	i39d		rc://*/ta/man/translate/figs-metaphor	The sons of Hariph	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Hariph”
7:24	j9rb		rc://*/ta/man/translate/translate-names	Hariph	1	Hariph is the name of a man.
7:25	xmr1		rc://*/ta/man/translate/figs-metaphor	The sons of Gibeon	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Gibeon”
7:25	sj6p		rc://*/ta/man/translate/translate-names	Gibeon	1	Gibeon is the name of a man.
7:26	sde6		rc://*/ta/man/translate/translate-names	Bethlehem and Netophah	1	Bethlehem and Netophah are the names of towns. Alternate translation: “from the towns of Bethlehem and Netophah”
7:27	v2tb		rc://*/ta/man/translate/translate-names	Anathoth	1	Anathoth is the name of a town. Alternate translation: “from the town of Anathoth”
7:28	b1sd		rc://*/ta/man/translate/translate-names	Beth Azmaveth	1	Beth Azmaveth is the name of a town. Alternate translation: “from the town of Beth Azmaveth”
7:29	y9ek		rc://*/ta/man/translate/translate-names	Kiriath Jearim, Kephirah, and Beeroth	1	Kiriath Jearim, Kephirah, and Beeroth are the names of towns. Alternate translation: “from the towns of Kiriath Jearim, Kephirah, and Beeroth”
7:30	ncc2		rc://*/ta/man/translate/translate-names	Ramah and Geba	1	Ramah and Geba are the names of towns. Alternate translation: “from the towns of Ramah and Geba”
7:31	ty2q		rc://*/ta/man/translate/translate-names	Michmas	1	Michmas is the name of a town. Alternate translation: “from the town of Michmas”
7:32	b4qw		rc://*/ta/man/translate/translate-names	Bethel and Ai	1	Bethel and Ai are the names of towns. Alternate translation: “from the towns of Bethel and Ai”
7:33	dbu1		rc://*/ta/man/translate/translate-names	the & Nebo	1	Nebo is the name of a town. Alternate translation: “from another town called Nebo”
7:34	wz53		rc://*/ta/man/translate/translate-names	the other Elam	1	Elam is the name of a town. Alternate translation: “from another town called Elam”
7:34	d1vy		rc://*/ta/man/translate/figs-personification	the & Elam	1	The document speaks here of the town of Elam as if it were the ancestor of all the people who lived there. It is saying that these men were from families that had originally lived in that town. Alternate translation: “from another town called Elam”
7:35	d1e7		rc://*/ta/man/translate/figs-personification	The sons of Harim	1	The document speaks here of the town of Harim as if it were the ancestor of all the people who lived there. It is saying that these men were from families that had originally lived in that town. Alternate translation: “from the town of Harim”
7:35	s9ek		rc://*/ta/man/translate/translate-names	Harim	1	Harim is the name of a town.
7:36	d1e9		rc://*/ta/man/translate/figs-personification	The sons of Jericho	1	The document speaks here of the city of Jericho as if it were the ancestor of all the people who lived there. It is saying that these men were from families that had originally lived in that city. Alternate translation: “from the city of Jericho”
7:36	avk6		rc://*/ta/man/translate/translate-names	Jericho	1	Jericho is the name of a city.
7:37	d1f1		rc://*/ta/man/translate/figs-personification	The sons of Lod, Hadid, and Ono	1	The document speaks here of the towns of Lod, Hadid, and Ono as if they were the ancestors of all the people who lived in them. It is saying that these men were from families that had originally lived in those towns. Alternate translation: “from towns of Lod, Hadid, and Ono”
7:37	b9f2		rc://*/ta/man/translate/translate-names	Lod, Hadid, and Ono	1	Lod, Hadid, and Ono are the names of towns.
7:38	d1f3		rc://*/ta/man/translate/figs-personification	The sons of Senaah	1	The document speaks here of the town of Senaah as if it were the ancestor of all the people who lived there. It is saying that these men were from families that had originally lived in that town. Alternate translation: “from the town of Senaah”
7:38	rla1		rc://*/ta/man/translate/translate-names	Senaah	1	Senaah is the name of a town.
7:39	x7hb			The priests	1	Alternate translation: “This is how many men returned from each family of priests”
7:39	xwy8		rc://*/ta/man/translate/figs-metaphor	the sons of Jedaiah, of the house of Jeshua	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Jedaiah who were descendants of Jeshua”
7:39	d1f5		rc://*/ta/man/translate/translate-names	Jedaiah, & Jeshua	1	Jedaiah is the name of a man, and Jeshua is the name of one of his descendants.
7:39	mk8g		rc://*/ta/man/translate/figs-metonymy	of the house of Jeshua	1	Here, the word **house** describes all the people descended from a particular person. The document is describing all of the descendants of Jeshua as if they were one household living together. Alternate translation: “who were descendants of Jeshua”
7:40	d1f7		rc://*/ta/man/translate/figs-metaphor	the sons of Immer	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Immer”
7:40	kd29		rc://*/ta/man/translate/translate-names	Immer	1	Immer is the name of a man.
7:41	d1f9		rc://*/ta/man/translate/figs-metaphor	the sons of Pashhur	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Pashhur”
7:41	xd2z		rc://*/ta/man/translate/translate-names	Pashhur	1	Pashhur is the name of a man.
7:42	zi06		rc://*/ta/man/translate/figs-metaphor	the sons of Harim	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Harim”
7:42	ias1		rc://*/ta/man/translate/translate-names	Harim	1	Harim is the name of a man. Alternate translation: “from the descendants of Harim”
7:43	h37e			The Levites	1	Alternate translation: “Some of the descendants of Levi also returned.”
7:43	d1g3		rc://*/ta/man/translate/figs-metaphor	the sons of Jeshua, of Kadmiel, of the sons to Hodevah	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Jeshua and Kadmiel, who were descended from Hodevah”
7:43	v5s3		rc://*/ta/man/translate/translate-names	Jeshua, of Kadmiel, & to Hodevah	1	Jeshua and Kadmiel are men’s names, and Hodevah is the name of their ancestor.
7:44	v68g		rc://*/ta/man/translate/translate-unknown	The ones who sang	1	As in [7:1](../07/01.md), this refers to vocal musicians who led in worship, in processions, and ceremonies, producing music and chants that emphasized and enhanced the occasion. Alternate translation: “singers”
7:44	d1g5			The ones who sang	1	Alternate translation: “Some of the descendants of the singers also returned.”
7:44	d1g7		rc://*/ta/man/translate/figs-metaphor	the sons of Asaph	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Asaph”
7:44	ht7l		rc://*/ta/man/translate/translate-names	Asaph	1	Asaph is a man’s name.
7:45	b7ne			The gatekeepers	1	See how you translated this term in [7:1](../07/01.md). Alternate translation: “Some of the descendants of the gatekeepers also returned”
7:45	h78b		rc://*/ta/man/translate/figs-metaphor	the sons of Shallum, the sons of Ater, the sons of Talmon, the sons of Akkub, the sons of Hatita, the sons of Shobai	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Shallum, Ater, Talmon, Akkub, Hatita, and Shobai”
7:45	wy4p		rc://*/ta/man/translate/translate-names	Shallum, & Ater, & Talmon, & Akkub, & Hatita, & Shobai	1	These are the names of six men.
7:46	t2j5		rc://*/ta/man/translate/translate-unknown	The Nethinim were	1	As in [3:26](../03/26.md), the term “Nethinim” describes servants who worked in the temple. Alternate translation: “the temple servants”
7:46	cd4k			The Nethinim were	1	Alternate translation: “Some of the descendants of the temple servants also returned”
7:46	d6np		rc://*/ta/man/translate/figs-metaphor	the sons of Ziha, the sons of Hasupha, the sons of Tabbaoth	1	**Sons** means “descendants.” Alternate translation: “from the descendants of Shallum, Ater, Talmon, Akkub, Hatita, and Shobai”
7:46	st75		rc://*/ta/man/translate/translate-names	Ziha, & Hasupha, & Tabbaoth	1	These are the names of three men.
7:47	mn22		rc://*/ta/man/translate/figs-metaphor	the sons of Keros, the sons of Sia, the sons of Padon	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Keros, Sia, Padon,”
7:48	ln8l		rc://*/ta/man/translate/figs-metaphor	the sons of Lebana, the sons of Hagaba, the sons of Shalmai	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Lebana, Hagaba, Shalmai,”
7:49	zpn7		rc://*/ta/man/translate/figs-metaphor	the sons of Hanan, the sons of Giddel, the sons of Gahar	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Hanan, Giddel, Gahar,”
7:50	s8hz		rc://*/ta/man/translate/figs-metaphor	the sons of Reaiah, the sons of Rezin, the sons of Nekoda	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Reaiah, Rezin, Nekoda,”
7:51	u8ea		rc://*/ta/man/translate/figs-metaphor	the sons of Gazzam, the sons of Uzza, the sons of Paseah	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Gazzam, Uzza, Paseah,”
7:52	i1dd		rc://*/ta/man/translate/figs-metaphor	the sons of Besai, the sons of Meunim, the sons of Nephushesim	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Besai, Meunim, Nephushesim,”
7:53	u7qn		rc://*/ta/man/translate/figs-metaphor	the sons of Bakbuk, the sons of Hakupha, the sons of Harhur	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Bakbuk, Hakupha, Harhur,”
7:54	jat5		rc://*/ta/man/translate/figs-metaphor	the sons of Bazluth, the sons of Mehida, the sons of Harsha	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Bazluth, Mehida, Harsha,”
7:55	w15p		rc://*/ta/man/translate/figs-metaphor	the sons of Barkos, the sons of Sisera, the sons of Temah	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these three men. Alternate translation: “Barkos, Sisera, Temah,”
7:56	i1b4		rc://*/ta/man/translate/figs-metaphor	the sons of Neziah, the sons of Hatipha	1	**Sons** means “descendants.” If you continue the sentence from [7:46](../07/46.md), you can just list the names of these two men, and end the series in this verse. Alternate translation: “Neziah, and Hatipha.”
7:57	w9sx		rc://*/ta/man/translate/translate-unknown	The sons of the servants of Solomon were	1	By **servants of Solomon**, this document does not mean officials who served in Solomon’s court. Rather, this phrase refers to people whom Solomon first conscripted as laborers. They were descendants of the groups that were living in the land of Canaan before the Israelites occupied it. They and their descendants remained conscripted laborers under later kings. You could call these people “the laborers that King Solomon first conscripted.” Alternate translation: “laborers who had worked for the kingdom”
7:57	ei9x		rc://*/ta/man/translate/figs-metaphor	The sons of the servants of Solomon were	1	**Sons** means “descendants.” Alternate translation: “Some of the descendants of the laborers who had worked for the kingdom also returned.”
7:57	xb5j		rc://*/ta/man/translate/figs-metaphor	the sons of Sotai, the sons of Sophereth, the sons of Perida	1	**Sons** means “descendants.” Alternate translation: “They were from the descendants of Sotai, Sophereth, Perida”
7:57	ma7v		rc://*/ta/man/translate/translate-names	Sotai, & Sophereth, & Perida	1	These are the names of three men.
7:58	y1jl		rc://*/ta/man/translate/figs-metaphor	the sons of Jaala, the sons of Darkon, the sons of Giddel	1	**Sons** means “descendants.” If you continue the sentence from [7:57](../07/57.md), you can just list the names of these three men. Alternate translation: “Jaala, Darkon, Giddel,”
7:59	vwg5		rc://*/ta/man/translate/figs-metaphor	the sons of Shephatiah, the sons of Hattil, the sons of Pochereth Hazzebaim, the sons of Amon	1	**Sons** means “descendants.” If you continue the sentence from [7:57](../07/57.md), you can just list the names of these four men and end the series in this verse. Alternate translation: “Shephatiah, Hattil, Pochereth Hazzebaim, and Amon”
7:60	a15h			All the Nethinim and the sons of the servants of Solomon were 392	1	Alternate translation: “Altogether 392 men returned who were descendants of temple servants or of laborers who had worked for the kingdom”
7:61	bgx3		rc://*/ta/man/translate/figs-idiom	And these are the ones who went up	1	As in [7:6](../07/06.md), “went up” means “traveled from Babylon back to Judah,” since that involves going from a river valley up into the mountains. Alternate translation: “Some others returned to Judah from Babylon”
7:61	c7ta		rc://*/ta/man/translate/translate-names	from Tel Melah, Tel Harsha, Kerub, Addon, and Immer	1	These are the names of five towns in Babylonia. Alternate translation: “who had been living in the towns of Tel Melah, Tel Harsha, Kerub, Addon, and Immer.”
7:61	d1g9			but they were not able to tell	1	Alternate translation: “They had no records to prove”
7:61	d1h1		rc://*/ta/man/translate/figs-parallelism	the house of their fathers and their seed, whether they were from Israel	1	These two longer phrases mean similar things. The second phrase explains the meaning of the first for clarity and emphasis. If it would be helpful in your language, you could combine these phrases. Alternate translation: “that their ancestors had been Israelites,” otherwise “what clan they were from or who their ancestors were, whether they were really Israelites”
7:61	d1h3		rc://*/ta/man/translate/figs-doublet	the house of their fathers and their seed	1	These two short phrases mean similar things. They are used together to emphasize that accurate records would be required to prove a person’s lineage. You do not need to repeat both phrases in your translation if that would be confusing for your readers. Alternate translation: “what their lineage was”
7:61	d1h5		rc://*/ta/man/translate/figs-metaphor	the house of their fathers and their seed	1	Among the Israelites, the expression **father’s house** or **house of the father** originally described an extended clan. It later came to be used more generally to refer to a larger clan within a tribe. (For example, the two expressions are used interchangeably in Exodus 6:14, “These were the heads of their fathers’ houses: The sons of Reuben, the firstborn of Israel, were Hanok, Pallu, Hezron, and Karmi. These were the clan ancestors of Reuben.”) In this expression, the word **house** describes all the people descended from a particular person. The term views all of those descendants as if they were one household living together. Alternate translation: “what clan they were from”
7:61	d1h7		rc://*/ta/man/translate/figs-idiom	and their seed	1	Here, **seed** means “ancestors.” In the Bible, the term often describes a person’s descendants. But here, “their seed” means “whose seed they were,” so the term is describing the ancestors of these people. Alternate translation: “or who their ancestors were”
7:62	d1h9			The sons of Delaiah, the sons of Tobiah, the sons of Nekoda, were 642	1	Alternate translation: “Altogether 642 men returned who were from the descendants of Delaiah, Tobiah, and Nekoda”
7:62	d1i1		rc://*/ta/man/translate/figs-metaphor	The sons of Delaiah, the sons of Tobiah, the sons of Nekoda	1	**Sons** means “descendants.” Alternate translation: “They were from the descendants of Delaiah, Tobiah, and Nekoda”
7:62	np4h		rc://*/ta/man/translate/translate-names	Delaiah, & Tobiah, & Nekoda	1	These are the names of three men.
7:63	d1i3			And from the priests	1	Alternate translation: “Some of the men who returned from those towns were descendants of the priests”
7:63	d1i5		rc://*/ta/man/translate/figs-metaphor	the sons of Habaiah; the sons of Hakkoz; the sons of Barzillai	1	**Sons** means “descendants.” Alternate translation: “They were from the descendants of Habaiah, Hakkoz, and Barzillai”
7:63	i59a		rc://*/ta/man/translate/translate-names	Habaiah; & Hakkoz; & Barzillai	1	These are the names of three men.
7:63	d1i7		rc://*/ta/man/translate/translate-names	Barzillai the Gileadite	1	Barzillai is the name of a man, and Gileadite means that he was from the region of Gilead.
7:63	d1i9			who took a wife from the daughters of Barzillai the Gileadite	1	Alternate translation: “Barzillai married a woman who was one of the descendants of Barzillai the Gileadite”
7:63	iyy1		rc://*/ta/man/translate/figs-metaphor	from the daughters of Barzillai the Gileadite	1	**Daughters** means “descendants.” Alternate translation: “the descendants of Barzillai the Gileadite”
7:63	bl4n			and he was called by their name	1	Alternate translation: “and he took the name of her clan as his own name”
7:64	m2qd			These ones sought their record among the ones who were enrolled by genealogy, but it was not found	1	Alternate translation: “They were not able to find any mention of their names in the lists of people who were descendants of the priests”
7:64	n9vy			And they were desecrated from the priesthood	1	Alternate translation: “So they were not allowed to serve as priests.”
7:65	av51		rc://*/ta/man/translate/translate-unknown	the Tirshatha	1	This was the formal Persian title of the governor. If it would be helpful in your language, you could state the title and then explain it. Alternate translation: “The Tirshatha, that is, the governor”
7:65	j9fe		rc://*/ta/man/translate/translate-unknown	And the Tirshatha said to them that they must not eat from the holiest holy food	1	In this case, **the holy of holies** does not refer to the inmost part of the Temple. Rather, it refers to the most sacred part of the food offerings, which was reserved for the priests. Alternate translation: “told them that they would not be allowed to eat the most sacred food”
7:65	qnn2		rc://*/ta/man/translate/figs-metaphor	until the priest stood with Urim and Thummim	1	Here, **stand** is a figurative way of saying that a person has assumed the duties of their office. The priest means specifically the high priest, since he had the objects described. Alternate translation: “Until the high priest was once again on duty”
7:65	cij9		rc://*/ta/man/translate/translate-unknown	with Urim and Thummim	1	This was a pair of objects that the high priest kept in the breastpiece of his robe. It is unknown exactly what type of objects they were, but they were used to answer yes-or-no questions and to decide between two alternatives. If the priest, without looking, pulled out the Urim, that meant one answer, while if he pulled out the Thummim, that meant the other answer. If it would be helpful in your language, you could describe these objects by their function rather than by their names. Alternate translation: “and could use the sacred objects to decide their cases.”
7:66	t4xj			All the assembly, as one, was 42, 360	1	Alternate translation: “The total number of men who returned was 42,360”
7:67	se3x			apart from their male servants and their female servants, these were 7, 337	1	Alternate translation: “not counting their 7,337 male and female servants”
7:67	d1j1		rc://*/ta/man/translate/translate-unknown	and for them, the men who sang and the women who sang were 245	1	This is a different group from “the ones who sang” in [7:44](../07/44.md). Those were Levites who sang in connection with Israel’s worship. The group here is a class of servants who were employed to provide music for public and private events. Alternate translation: “and the 245 male and female singers they employed.”
7:68	d1j3			"The horses were 736.
The mules were 245"	1	Alternate translation: “The group also brought back with them 736 horses, 245 mules”
7:69	d72q			"The camels were 435.
The donkeys were 6, 720"	1	Alternate translation: “435 camels, and 6,720 donkeys.”
7:70	zio7		rc://*/ta/man/translate/figs-ellipsis	the heads of the fathers	1	This seems to be an abbreviated way of saying “the heads of father’s houses.” The full expression “father’s house” or “house of the father” is used in verse 61. See how you translated it there, and review the note there if that would be helpfull. Alternate translation: “some of the clan leaders”
7:70	gdj2		rc://*/ta/man/translate/figs-metaphor	the heads of	1	**Head** here is a figurative way of saying “leader.” Alternate translation: “the leaders of”
7:70	le3g		rc://*/ta/man/translate/translate-unknown	gave to the treasury	1	Even though in the book of Nehemiah **the work** typically means the work of rebuilding the wall of Jerusalem, in this document it refers to the work of re-establishing the temple. That was the project that Zerubbabel and the group that returned under his leadership worked on. Alternate translation: “gave gifts towards the costs of re-establishing the temple”
7:70	b1s5			The Tirshatha gave to the treasury 1,000 gold darics, 50 basins, 530 tunics of priests	1	Alternate translation: “The Tirshatha, that is, the governor, donated to the temple treasury 1,000 gold coins, 50 bowls to be used in the temple, and 530 garments for the priests to wear”
7:70	c7ug		rc://*/ta/man/translate/translate-unknown	The Tirshatha	1	As in [7:65](../07/65.md), this was the formal Persian title of the governor. Alternate translation: “The Tirshatha, that is, the governor”
7:70	wf3a		rc://*/ta/man/translate/translate-bmoney	1,000 gold darics	1	In ancient times, a gold daric weighed about 8 or 8.5 grams or about a quarter of an ounce. You could try to express this in terms of modern money values, but if you did, that could cause your Bible translation to become outdated and inaccurate over time, since those values can change from year to year. Instead, you could say something general like “1,000 gold coins,” or give the equivalent weight, or use the biblical term in the text and give the weight in a note.
7:70	bu8p		rc://*/ta/man/translate/translate-unknown	50 basins	1	These were large, flat bowls that were used in the temple to collect the blood of sacrifices. When the Law called for some of this blood to be sprinkled on the altar, in the air, or on a person or a garment, that would be done from one of these bowls. Alternate translation: “50 bowls to be used in the temple”
7:70	bu22		rc://*/ta/man/translate/translate-unknown	530 tunics of priests	1	These were the special garments that priests would wear while performing their duties in the temple. Alternate translation: “530 garments for the priests to wear”
7:71	znc4		rc://*/ta/man/translate/figs-ellipsis	And some from the heads of the fathers gave to the treasury of the work	1	As in [7:70](../07/70.md), **the heads of the fathers** seems to be an abbreviated way of saying “the heads of father’s houses.” See how you translated that expression in [7:61](../07/61.md), and review the note there if that would be helpful. Alternate translation: “Some of the clan leaders donated to the temple treasury”
7:71	g529		rc://*/ta/man/translate/figs-metaphor	And some from the heads of	1	**Head** here is a figurative way of saying “leader.” Alternate translation: “leaders”
7:71	kzg2		rc://*/ta/man/translate/translate-bmoney	20,000 gold darics	1	See the note about **darics** in verse [7:70](../07/70.md). Alternate translation: “20,000 gold coins”
7:71	jxn7		rc://*/ta/man/translate/translate-bmoney	and 2, 200 silver minas	1	In ancient times, a silver mina weighed about half a kilogram or about 1.25 pounds. However, as in the case of darics, it would probably be best to say something general like “2,200 silver bars,” or give the equivalent weight, or use the biblical term and give the equivalent weight in a note.
7:72	zg2v		rc://*/ta/man/translate/translate-bmoney	And what the remnant of the people gave was 20,000 gold darics, and 2,000 silver minas, and 67 tunics of priests	1	See the notes in [7:70](../07/70.md) and [7:71](../07/71.md) about “darics,” “minas,” and “tunics.” Alternate translation: “The rest of the people donated 20,000 gold coins, 2,000 silver bars, and 67 garments for the priests to wear”
7:73	jaj3		rc://*/ta/man/translate/grammar-connect-time-sequential	And & dwelt	1	At the end of [7:72](../07/72.md), Nehemiah stops quoting from the document about the first group of people who returned to Judah. The story now goes on to tell what happened next. You could introduce this verse with a word or phrase that indicates this. Alternate translation: “And so … dwelt”
7:73	e7np		rc://*/ta/man/translate/translate-unknown	the priests, and the Levites, and the gatekeepers, and the ones who sang, and some from the people, and the Nethinim, and all Israel	1	Five of the groups in this list are also named in the document about the people who returned from exile: the priests (verses 39–43), the Levites (verse 43), the gatekeepers (verse 45), the singers (verse 44), and the temple servants (verses 46–56). You can use those same names for these groups here. It is not immediately clear who “some from the people” are, and why they are not included in “all Israel.” You could just say “many ordinary people.” However, there is very similar list in [10:28](../10/28.md) that names these same five groups and also describes people who dedicated themselves to following the law of God. That would unfortunately not have included all of Israel at this point, so that may be the distinction that is in view here. Alternate translation: “the priests, the Levites, the gatekeepers, the singers, the temple servants, some people who dedicated themselves to follow the law, and the rest of the Israelites”
7:73	a2ub		rc://*/ta/man/translate/figs-explicit	And & dwelt in their cities. And the seventh month came, and the sons of Israel were in their cities	1	The rebuilding of the wall was completed that year near the end of Elul, the sixth month of the Hebrew calendar. The implication is that everyone who had come to Jerusalem to work on the wall was then allowed to return home. Within about a week, by the beginning of the seventh month, they were all back home. If it would be helpful in your language, you could say this explicitly. Alternate translation: “So … returned to their homes, because the rebuilding of the wall had been completed. By the beginning of the next month, they were all back home.”
7:73	n26r		rc://*/ta/man/translate/translate-ordinal	the seventh month	1	Alternate translation: “month seven”
8:intro	w38v				0	# Nehemiah 8 General Notes\n\n## Religious and Cultural Concepts in This Chapter\n\n### Reading of the law\n\nDuring the exile, the Hebrew language was no longer spoken. Only the priests and Levites still understood it. Ezra read the book of the law to the people in Hebrew and the Levites walked among the crowd translating it into Aramaic for the people to understand. (See: [[rc://*/tw/dict/bible/kt/priest]] and [[rc://*/tw/dict/bible/kt/lawofmoses]])\n\n### Festival of Shelters\n\nAfter they heard Ezra read the law of Moses, the people obeyed it by making temporary shelters for themselves with tree branches. They did this to remember that their ancestors slept in shelters when they came out of slavery in Egypt.
8:1	q5ih		rc://*/ta/man/translate/figs-hyperbole	all the people	1	The word **all** is a generalization that indicates that everyone who was able and available came to Jerusalem for this occasion. By “the people,” Nehemiah means the groups he described in the previous verse who had come back to live in Judah and Jerusalem. Alternate translation: “The people of Judah”
8:1	e1a1		rc://*/ta/man/translate/figs-explicit	And & gathered as one man	1	Verses 8 and 9 explain that the people had gathered for a festival, and [8:2](../08/02.md) states that this was the first day of the seventh month, which means that the people had gathered in Jerusalem for the Festival of Trumpets. In the Law of Moses, Yahweh had commanded the people to observe this celebration on this date. If it would be helpful to your readers to know why the people came together on this day, you could say that specifically. Alternate translation: “gathered in Jerusalem in a huge crowd for a special celebration known as the Festival of Trumpets.”
8:1	e1a3		rc://*/ta/man/translate/figs-idiom	as one man	1	**As one man** is an idiom that means “as if they were a single person,” that is, all in once place at the same time. Alternate translation: “gathered in a huge crowd”
8:1	e1a5		rc://*/ta/man/translate/translate-unknown	to the open area	1	This means a “plaza” or “square” in the city where there were no buildings and so where public events like this could be held. Alternate translation: “in the square”
8:1	f6t8		rc://*/ta/man/translate/figs-metonymy	is before the face of the gate of water	1	Here, **face** means the front of an object. Alternate translation: “in front of the Water Gate”
8:1	e1a7		rc://*/ta/man/translate/translate-names	the gate of water	1	This is the name of one of the gates of Jerusalem. See how you translated it in [3:26](../03/26.md). Alternate translation: “the Water Gate”
8:1	e1a9		rc://*/ta/man/translate/figs-explicit	And they said to Ezra the scribe to bring the book of the law of Moses	1	**They** means the crowd, though they likely made this request to Ezra through their leaders. The implication is that they wanted him not just to bring the book forward, but to read to them from it out loud (as [8:3](../08/03.md) indicates he did). This was because they wanted to learn what was in it. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “The crowd had asked Ezra the scribe to read to them from a scroll that contained the Law of Moses because they wanted to know what it commanded.”
8:1	e1b1		rc://*/ta/man/translate/figs-explicit	And they said to Ezra	1	Since the rest of the chapter describes arrangements that the leaders must have made in advance, the crowd, once it gathered, did not start shouting spontaneously for Ezra to come forward and read. Rather, they had made this request in advance. Alternate translation: “And the crowd had asked Ezra”
8:1	e1b3		rc://*/ta/man/translate/writing-participants	to Ezra the scribe	1	This introduces Ezra as a new character in the story. The expression “the scribe” identifies him as a teacher who had carefully studied the Law of Moses. Since he is a new participant, if it would be helpful to your readers, you could call him something like “a man named Ezra, who was a teacher of the Law of Moses”
8:1	e1b5		rc://*/ta/man/translate/figs-explicit	to Ezra the scribe	1	The biblical book of Ezra indicates that this man returned to Jerusalem from exile in Babylon 13 years before Nehemiah did. He led many reforms in the community. But in this book, Nehemiah does not say whether Ezra had remained in the city all that time, or whether he had gone back to Babylon and had recently returned to Jerusalem again. Even if your language, in telling a story, ordinarily accounts for how a person came to be on the scene, it might be best not to try to address that question here in your translation. Even though Nehemiah seems to expect that his readers will know where Ezra had been, Nehemiah does not say specifically where he was, and so the answer is unknown.
8:1	fdh4		rc://*/ta/man/translate/translate-unknown	the book of the law of Moses	1	This **book** was most likely a scroll, and it most likely contained what is now known as the Torah or the “five books of Moses.” Alternate translation: “a scroll that contained the law of Moses”
8:1	e1b7			which Yahweh had commanded Israel	1	Alternate translation: “These were the commandments that Yahweh had told Israel to follow”
8:2	e1b9		rc://*/ta/man/translate/figs-explicit	Ezra the priest	1	This information serves to introduce Ezra further. In addition to being a teacher and learned student of the Law of Moses, he was also a priest whose duties would have included offering sacrifices in the temple and helping people make sure they were following the law in everyday matters. It might be helpful to your readers to explain that here because it shows why Ezra would have been such an effective teacher for everyone on this occasion. Alternate translation: “Ezra was also a priest who served in the temple and helped people follow the law” (See: Introduction of New and Old Participants)
8:2	e1c1		rc://*/ta/man/translate/figs-metonymy	And & brought the law before the face of the assembly	1	Here, **face** means the front of a group. Alternate translation: “He read the law out loud in front of the whole crowd.”
8:2	j8yl		rc://*/ta/man/translate/figs-idiom	of both men and women and all who were understanding to hear	1	**All who were understanding to hear** is an idiom that means “everyone who could hear with understanding,” that is, “who understood what they were hearing.” This phrase likely refers to children and it would mean “children who were old enough to understand.” Alternate translation: “for the men, the women, and the children who were old enough to understand.”
