Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
10:25	cb95		rc://*/ta/man/translate/figs-explicit	The works	1	Here, **works** could refer to: (1) the miracles that Jesus did. Alternate translation: “The miracles” (2) Jesus’ miracles and teaching. Alternate translation: “The miracles and teaching” See how you translated **works** in [5:36](../05/36.md).
10:25	e7zh		rc://*/ta/man/translate/figs-metonymy	in the name of my Father	1	Here, **name** could mean: (1) Jesus performed miracles by means of God’s authority. Alternate translation: “through my Father’s authority” (2) Jesus performed miracles as God’s representative. Alternate translation: “as my Father’s representative”
10:25	bqz1		rc://*/ta/man/translate/guidelines-sonofgodprinciples	of my Father	1	**Father** is an important title for God.
10:25	n34x		rc://*/ta/man/translate/figs-personification	these testify concerning me	1	Jesus speaks of his **works** as though they were a person who could testify and offer proof in a court of law. If this might be confusing for your readers, you could express this meaning plainly. Alternate translation: “these offer proof concerning me”
10:26	als6		rc://*/ta/man/translate/figs-metaphor	not from my sheep	1	Jesus uses **sheep** to refer to people who believe in him. If this might confuse your readers, you could use a simile or express the meaning plainly. Alternate translation: “not my followers” or “not my disciples”
10:27	rdw7		rc://*/ta/man/translate/figs-metaphor	My sheep	1	See how you translated **My sheep** in the previous verse. Alternate translation: “My followers” or “My disciples”
10:27	xakd		rc://*/ta/man/translate/figs-metaphor	hear my voice	1	Here, **hear** means listening to something with the intent to heed it and respond appropriately. See how you translated this word in [10:16](../10/16.md). Alternate translation: “heed my voice”
10:27	f7y8		rc://*/ta/man/translate/figs-idiom	they follow me	1	See how you translated a similar phrase in [8:12](../08/12.md).
10:28	bpx3		rc://*/ta/man/translate/figs-metonymy	no one will snatch any of them from my hand	1	Here, Jesus uses the word **hand** to refer to his protective care and **snatch** to refer to removing someone from that care. If this would confuse your readers, you could express the meaning plainly. Alternate translation: “no one will steal any of them away from me” or “they all will remain secure forever in my care”
10:29	g82a		rc://*/ta/man/translate/guidelines-sonofgodprinciples	My Father, who has given them to me	1	**Father** is an important title for God.
10:29	k1ya		rc://*/ta/man/translate/figs-metonymy	no one is able to snatch them from the hand of the Father	1	Here, Jesus uses the word **hand** to refer to God’s protective care and **snatch** to refer to removing someone from that care. See how you translated **hand** and **snatch** in the previous verse. Alternate translation: “no one will steal any of them away from my Father” or “they all will remain secure forever in my Father’s care”
10:30	xok8		rc://*/ta/man/translate/figs-explicit	are one	1	Here, the word translated **one** means to be one entity. Although this expression implies that Jesus is God, he is not identical to God **the Father**. Therefore, **one** cannot be translated as “one person.” If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “are one entity”
10:30	rs4j		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father	1	**Father** is an important title for God.
10:31	fl8i		rc://*/ta/man/translate/figs-synecdoche	The Jews	1	Here, **the Jews** refers to the Jewish leaders. See how you translated this term in [1:19](../01/19.md).
10:31	a42t		rc://*/ta/man/translate/figs-explicit	so that they might stone him	1	**The Jews** opposing Jesus are outraged at what Jesus said in the previous verse. Here, John implies that they wanted to kill him with stones because he had made himself equal to God. If it would be helpful to your readers, you could state this explicitly. Alternate translation: “so that they might stone him because he claimed to be equal with God”
10:32	uvdo		rc://*/ta/man/translate/figs-explicit	many good works & of those works	1	See how you translated **works** in [10:25](../10/25.md). Alternate translation: “many good miracles … of those miracles”
10:32	kttb			from the Father	1	This phrase could refer to: (1) the source of the **good works**. Alternate translation: “originating from the Father” (2) the one who enabled the **good works**. Alternate translation: “given to me by the Father”
10:32	t5q8		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father	1	**Father** is an important title for God.
10:32	tx8h		rc://*/ta/man/translate/figs-irony	For which of those works are you stoning me	1	Here Jesus is using irony. Jesus knows the Jewish leaders do not want to stone him because he has done **good works**. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “Your certainly are not stoning me because of those works!”
10:33	bq1l		rc://*/ta/man/translate/figs-synecdoche	The Jews answered him	1	See how you translated this phrase in [10:31](../10/31.md). Alternate translation: “The Jewish authorities answered him”
10:33	khfg		rc://*/ta/man/translate/figs-abstractnouns	for blasphemy	1	If your language does not use an abstract noun for the idea of **blasphemy**, you could express the same idea in another way. Alternate translation: “because you are blaspheming”
10:33	w0v8		rc://*/ta/man/translate/figs-explicit	blasphemy	1	Here, the **Jews** use the word **blasphemy** with its technical sense, which refers to a human being claiming to be God. This is what the Jewish leaders felt Jesus was doing in [10:30](../10/30.md). Here, **blasphemy** does not have a general sense of “insult.” See the discussion of this term in the General Notes for this chapter. Alternate translation: “committing the crime of blasphemy”
10:33	h4kp			making yourself God	1	This phrase means to claim to be God. It does not mean to try to make oneself into God or become God. Alternate translation: “saying that you are God”
10:34	qi82		rc://*/ta/man/translate/figs-rquestion	Is it not written in your law, ‘I said, “You are gods	1	Here Jesus uses the form of a question to add emphasis. If you would not use a rhetorical question for this purpose in your language, you could translate these words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “It is certainly written in your law, ‘I said, “You are gods”’.”
10:34	tb1l		rc://*/ta/man/translate/figs-activepassive	Is it not written	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Did not a prophet write”
10:34	smk1		rc://*/ta/man/translate/writing-quotations	Is it not written in your law	1	Here Jesus uses **written in your law** to introduce a quotation from ([Psalm 82:6](../../psa/82/06.md)). Psalms is considered to be part of the Old Testament “wisdom literature.” However, the Jews sometimes used **law** broadly to refer to the entire Old Testament. If it would be helpful in your language, you could state explicitly that Jesus was quoting from Psalms. Alternate translation: “Has it not been written in the Psalms”
10:34	rycn		rc://*/ta/man/translate/figs-synecdoche	in your law	1	Jesus is using the name of the first part of the Hebrew Scriptures, the **law**, to represent the entire Hebrew Scriptures in general. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “in your Scriptures”
10:34	b3gp		rc://*/ta/man/translate/figs-123person	I said, “You are gods	1	Jesus quotes [Psalm 82:6](../psa/82/06.md) where God calls some humans **gods**. Jesus does this in order to show that God also used the word “god” to refer to people other than himself. In the verse that Jesus quotes, the first person **I** refers to God. If this might be misunderstood by your readers, you could state it explicitly. Alternate translation: “I, God, said, ‘You are gods’”
10:34	h189		rc://*/ta/man/translate/figs-quotesinquotes	I said, “You are gods	1	If the direct quotation inside a direct quotation would be confusing in your language, you could translate the second direct quotation as an indirect quotation. Alternate translation: “I said that you are gods”
10:35	nfly				0	Verses 35 and 36 are one sentence. In this sentence, Jesus argues by moving from a weaker reason to a stronger reason (an argument from the lesser to the greater). Based on the scripture he quoted in verse 34, Jesus argues that, since God calls humans **gods** in that verse, it is even more appropriate to call him God because he is the Son of God. You may need to change the order of the clauses in order for this idea to be clearer in your language.
10:35	ieot		rc://*/ta/man/translate/grammar-connect-condition-fact	If he called them gods	1	**If** indicates a conditional sentence that extends until the end of the next verse. Jesus is speaking as if this were a hypothetical possibility, but he means that it is actually true. If your language does not state something as a condition if it is certain or true, and if your readers might think that what John is saying is not certain, then you could translate his words as an affirmative statement. Alternate translation: “Since he called them gods”
10:35	gtb4		rc://*/ta/man/translate/figs-metonymy	the word of God came	1	Here, Jesus used the term **word** to describe the message that God said by using words. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “God’s message came”
10:35	m8ji		rc://*/ta/man/translate/figs-personification	the word of God came	1	Jesus speaks of **the word of God** as though it were a person who moved toward those who heard it. If this might be confusing for your readers, you could express this meaning plainly. Alternate translation: “God spoke his word”
10:35	g0kv		rc://*/ta/man/translate/figs-activepassive	the Scripture is not able to be broken	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “no one can break the Scripture”
10:35	u9j2		rc://*/ta/man/translate/figs-metaphor	the Scripture is not able to be broken	1	This phrase could mean: (1) no one can prove that the Scriptures are false or contain errors. Alternate translation: “the Scriptures are not able to be proven false” (2) the authority of Scripture cannot be ignored. Alternate translation: “the Scriptures are not able to be ignored”
10:36	dvp5		rc://*/ta/man/translate/figs-rquestion	do you say to the one the Father sanctified and sent into the world, ‘You are blaspheming,’ because I said, ‘I am the Son of God	1	Here Jesus uses the form of a question to rebuke his opponents for accusing him of blasphemy. If you would not use a rhetorical question for this purpose in your language, you could translate his words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “you should not say to the one the Father sanctified and sent into the world, ‘You are blaspheming,’ because I said, ‘I am the Son of God!’”
10:36	fj9f		rc://*/ta/man/translate/figs-quotesinquotes	do you say & You are blaspheming,’ because I said, ‘I am the Son of God	1	If the direct quotations inside a direct quotation would be confusing in your language, you could translate the two instances of second direct quotations as indirect quotations. Alternate translation: “do you say … that he is blaspheming because I said that I am the Son of God”
10:36	wzhd		rc://*/ta/man/translate/figs-123person	to the one the Father sanctified and sent into the world	1	Jesus is referring to himself in the third person. If it would be helpful in your language, you could translate this in the first person. Alternate translation: “to me whom the Father sanctified and sent into the world”
10:36	rax1		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
10:36	r7ex		rc://*/ta/man/translate/figs-ellipsis	You are blaspheming	1	Jesus is leaving a word that a sentence would need in many languages to be complete. If it would be helpful in your language, you could supply this word from the context. See how you translated “blasphemy” in [10:33](../10/33.md) and also see the discussion of this term in the General Notes for this chapter. Alternate translation: “You have committed the crime of blaspheming God” or “You are guilty of blaspheming God”
10:36	bkl5		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Son of God	1	This phrase, **the Son of God**, is an important title for Jesus.
10:37	wyd2		rc://*/ta/man/translate/figs-possession	the works of my Father	1	Here Jesus is using **of** to describe **works** that God wants him to do. If this is not clear in your language, you could use a different expression. See how you translated a similar phrase in [9:4](../09/04.md). Alternate translation: “the works that my Father demands”
10:37	us7v		rc://*/ta/man/translate/guidelines-sonofgodprinciples	of & Father	1	**Father** is an important title for God.
10:38	finz		rc://*/ta/man/translate/grammar-connect-condition-fact	But if I am doing them	1	Here, Jesus is speaking as if this were a hypothetical possibility, but he means that it is actually true. If your language does not state something as a condition if it is certain or true, and if your readers might think that what Jesus is saying is not certain, then you could translate his words as an affirmative statement. Alternate translation: “But since I am doing them”
10:38	k2zf		rc://*/ta/man/translate/figs-explicit	believe in the works	1	Here, **believe in** means to acknowledge that the **works** Jesus does are done with the authority of the Father and prove that he is God. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “believe that the works I do are from God” or “believe that the works I do are done with God’s power”
10:38	t8uf		rc://*/ta/man/translate/figs-idiom	the Father {is} in me, and I in the Father	1	Here Jesus uses the word **in** to express the close personal relationship between himself and God. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “my Father has a close relationship with me, and I have a close relationship with my Father”
10:38	n8ue		rc://*/ta/man/translate/figs-doublet	the Father {is} in me, and I in the Father	1	These two phrases mean basically the same thing. The repetition is used to emphasize that the truth of what Jesus is saying. If your language does not use repetition in this way, you could combine these phrases. Alternate translation: “my Father and I are completely joined together as one”
10:39	eqh1		rc://*/ta/man/translate/figs-metonymy	he went away out of their hand	1	Here, John used the word **hand** to refer to the custody or possession of the Jewish leaders. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “he escaped from them”
10:40	b41s		rc://*/ta/man/translate/figs-explicit	beyond the Jordan	1	Here,** beyond the Jordan** refers to the region of Judea that is on the east side of the **Jordan** River, which is the side opposite from Jerusalem. See how you translated this expression in [1:28](../01/28.md). Alternate translation: “on the side of the Jordan River opposite from Jerusalem”
10:40	t8mj		rc://*/ta/man/translate/figs-explicit	John	1	Here, **John** refers to Jesus’ cousin, often referred to as “John the Baptist.” (See: [[rc://*/tw/dict/bible/names/johnthebaptist]]) It does not refer to the apostle John, who wrote this Gospel. See how you translated **John** in [1:26](../01/26.md). Alternate translation: “John the Baptist” or “John the Immerser”
10:40	wztl		rc://*/ta/man/translate/figs-explicit	John first was baptizing	1	Here, **first** refers to the beginning of John’s ministry. It does not mean that **John** was the **first** person to baptize people in that location. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “John was baptizing during the first days of his ministry”
10:40	f5dx		rc://*/ta/man/translate/figs-explicit	he stayed there	1	Jesus remained on the east side of **Jordan** for a short period of time. If your language requires a length of time for **stay**, you can use a general expression. Alternate translation: “Jesus stayed there for several days”
10:41	yfin			sign	1	See how you translated **sign** in [2:11](../02/11.md). See also the discussion of signs in Part 3 of the General Introduction to the Gospel of John. Alternate translation: “significant miracle”
10:41	gd31		rc://*/ta/man/translate/writing-pronouns	this one	1	Here, **this one** refers to Jesus. If it would be helpful in your language, you could state this explicitly. Alternate translation: “this man, Jesus”
11:intro	tks5				0	# John 11 General Notes\n\n## Structure and Formatting\n\n1. Jesus returns to Judea (11:1–16)\n2. Jesus’ seventh sign: Jesus makes Lazarus become alive again (11:17–46)\n3. The Jewish leaders plan to kill Jesus (11:47–57)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Ancient Jewish burial customs\n\nAccording to the burial customs of that time, a dead person’s family would wrap the dead body with many strips of linen cloth and place it on a table inside a tomb. The tomb was either a cave or a room cut out of the side a large rock. According to Jewish tradition, the body was left to decompose in the tomb for one year. Then the family would place the bones in a stone box. If your readers would be unfamiliar with these burial customs, then you may need to provide explanations in your translation or in a note for [11:38–44](../11/38.md).\n\n### Passover\n\nAfter Jesus made Lazarus become alive again, the Jewish leaders were determined to kill Jesus, so he started traveling secretly from place to place. The Pharisees knew that he would come to Jerusalem for the Passover festival because God had commanded all Jewish men to celebrate the Passover in Jerusalem. Thus they planned to catch him and kill him during Passover ([11:55–57](../11/55.md)). (See: [[rc://*/tw/dict/bible/kt/passover]])\n\n## Translation Issues in This Chapter\n\n### “One man dies for the people”\n\nIn the law of Moses, God commanded the priests to kill animals so that God would forgive the people’s sins. In this chapter, the high priest Caiaphas says, “It is better for you that one man dies for the people than that the whole nation perishes” ([11:50](../11/50.md)). He said this because he loved his “place” and “nation” ([11:48](../11/48.md)) more than he loved the God who had made Lazarus become alive again. He wanted Jesus to die so that the Romans would not destroy the temple and Jerusalem. However, God wanted Jesus to die so that he could forgive all of his people’s sins.\n\n### “The Jews”\n\nThis term is used in three different ways in this chapter. Unlike in other parts of John’s Gospel, it is used here primarily to refer to the Jewish people who were living in Judea, especially Judean friends and relatives of Lazarus. Some of these Judeans believed in Jesus and others opposed him ([11:36–37](../11/36.md)). The term is also used specifically at least once in this chapter to refer to the Jewish leaders who opposed Jesus and were trying to kill him ([11:8](../11/08.md) and possibly [11:54](../11/54.md)). Finally, the term is used in [11:55](../11/55.md) to refer to the Jewish people in general. The translator may wish to use the terms “Judeans,” “Jewish authorities,” and “Jewish people” to clarify these distinctions.\n\n### Hypothetical situation\n\nWhen Martha and Mary said, “If you had been here, my brother would not have died,” they were speaking of a situation that could have happened but did not happen ([11:21](../11/21.md), [32](../11/32.md)). Jesus had not come, and their brother did die.
11:1	fsf7		rc://*/ta/man/translate/writing-background		0	# General Information:\n\n[11:1–2](../11/01.md) provide background information about **Lazarus** and his sisters. Use the natural form in your language for expressing background information.
11:1	s5im		rc://*/ta/man/translate/writing-participants	Now a certain man was sick, Lazarus from Bethany	1	This verse introduces **Lazarus** as a new character in the story. Use the natural form in your language for introducing a new character. Alternate translation: “There was a man named Lazarus, who was from Bethany and was sick”
11:1	p19k		rc://*/ta/man/translate/translate-kinship	her sister Martha	1	Because those who wrote scripture usually listed the names of siblings in order from oldest to youngest, the list in [11:5](../11/05.md) suggests that **Martha** was the oldest and **Lazarus** was the youngest of the three siblings. If your language uses different words for **sister** depending on birth order, use the word for an older **sister** here. Alternate translation: “her older sister Martha”
11:2	c6r9		rc://*/ta/man/translate/figs-events	Now Mary was the one having anointed the Lord with myrrh and having wiped his feet with her hair	1	Here, John refers to an event that would happen at a time following the events recorded in this chapter ([12:1–8](../12/01.md)). If this might confuse your readers, you could translate this as a future event. Alternate translation: “Now it was Mary who would later anoint the Lord with myrrh and wipe his feet with her hair”
11:2	xlio		rc://*/ta/man/translate/translate-kinship	brother Lazarus	1	Because those who wrote scripture usually listed the names of siblings in order from oldest to youngest, the list in [11:5](../11/05.md) suggests that Martha was the oldest and **Lazarus** was the youngest of the three siblings. If your language uses different words for **brother** depending on birth order, use the word for a younger **brother** here. Alternate translation: “younger brother Lazarus”
11:3	ue08		rc://*/ta/man/translate/writing-quotations	the sisters sent to him, saying	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “the sisters sent to him, and they said”
11:3	i2ar		rc://*/ta/man/translate/figs-ellipsis	sent to him	1	Here, John is leaving out a word that a clause would need in many languages to be complete. If it would be helpful in your language, you could supply this word from the context. Alternate translation: “sent messengers to him” or “sent a message to him”
11:3	g1im		rc://*/ta/man/translate/figs-declarative	Sir, behold, he whom you love is sick	1	Here, the **sisters** are using a present statement to make a request indirectly. They tell Jesus that Lazarus is **sick**, because they want Jesus to come and heal him. If this use of a statement is confusing in your language, you can use a more natural form for instruction. Alternate translation: “Sir, behold, he whom you love is sick and needs your help”
11:3	czm1		rc://*/ta/man/translate/figs-metaphor	behold	1	Here, **behold** means to take notice of something or pay attention to something. It is used here to emphasize the urgency of the words that follow. If it would be more natural in your language, you could express the meaning plainly. Alternate translation: “take notice”
11:4	nk3g		rc://*/ta/man/translate/grammar-connect-logic-result	is not to death	1	Here, **not to** indicates that what follows is not the result of the **sickness**. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “This sickness will not result in death”
11:4	q343		rc://*/ta/man/translate/grammar-connect-logic-goal	but for the glory of God	1	Jesus is stating the purpose for Lazarus’s **sickness**. Use a natural way in your language for introducing a purpose clause. Alternate translation: “but for the purpose of glorifying God”
11:4	wln1		rc://*/ta/man/translate/figs-abstractnouns	for the glory of God	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: “in order to glorify God”
11:4	y9vx		rc://*/ta/man/translate/grammar-connect-logic-goal	so that the Son of God may be glorified by it	1	Jesus is stating the second purpose for Lazarus’s **sickness**. Use a natural way in your language for introducing a second purpose clause. Alternate translation: “and for the purpose of glorifying the Son of God”
11:4	asqb		rc://*/ta/man/translate/figs-123person	the Son of God	1	Jesus is referring to himself in third person. If this is confusing in your language, you can use the first person form, as in the UST.
11:4	ad99		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Son of God	1	**Son of God** is an important title for Jesus.
11:5	j6r4		rc://*/ta/man/translate/writing-background		0	In this verse John briefly stops telling about the events in the story in order to give background information about Jesus’ relationship with **Lazarus** and his sisters. Use the natural form in your language for expressing background information.
11:5	w6tg		rc://*/ta/man/translate/translate-kinship	sister	1	Because those who wrote scripture usually listed the names of siblings in order from oldest to youngest, the list in [11:5](../11/05.md) suggests that Martha was the oldest and Lazarus was the youngest of the three siblings. If your language uses different words for **sister** depending on birth order, use the word for a younger **sister** here. Alternate translation: “younger sister”
11:6	vx3p		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	**Therefore** connects this verse to the previous verse in order to indicate that Jesus delayed going to Lazarus because he loved him and his sisters. Jesus’ delay is not in contrast to his love for them. Although Lazarus’s family would suffer for a short time, they would experience a great blessing when Jesus brought Lazarus back to life. Alternate translation: “Because Jesus loved them”
11:7	zq1l		rc://*/ta/man/translate/figs-pastforfuture	he says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
11:8	p4x9		rc://*/ta/man/translate/figs-synecdoche	the Jews	1	Here, **the Jews** refers to the Jewish leaders. See how you translated this term in [1:19](../01/19.md) and the discussion of this term in the General Notes for this chapter.
11:8	y4jm		rc://*/ta/man/translate/figs-rquestion	you are going back there again	1	Here the disciples use the form of a question to emphasize that they do not want Jesus to go to Jerusalem. If you would not use a rhetorical question for this purpose in your language, you could translate these words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “you surely should not go back there again!”
11:9	uv34		rc://*/ta/man/translate/figs-rquestion	Are there not 12 hours in the day	1	Jesus is using the form of a question for emphasis. If you would not use a rhetorical question for this purpose in your language, you could translate these words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “There are surely 12 hours in the day.”
11:9	ln4r		rc://*/ta/man/translate/figs-metaphor	If someone walks in the daytime, he does not stumble, because he sees by the light of this world	1	Here Jesus speaks about **someone** walking **in the daytime** in order to comfort his disciples who were worried about going to Judea. In this metaphor Jesus uses **the light of this world** to refer to himself, who has previously called himself “the Light of the World” in [8:12](../08/12.md) and [9:5](../09/05.md).This whole metaphor could mean: (1) if Jesus and his disciples did God’s work during the limited time God had given him to work with them (**the daytime**), they would not fail (**stumble**) because Jesus was with them. This interpretation has a similar meaning to Jesus’ statement in [9:4](../09/04.md). Alternate translation: “If you do God’s work during the time I am here, you will succeed, because you are with me, the light of this world.” (2) someone who acts according to God’s will (**walks in the daytime**) does not fail (**stumble**) because Jesus guides that person. Alternate translation: “If someone acts according to God’s will, he will succeed, because I, the light of this world, will guide him”
11:10	vm6h		rc://*/ta/man/translate/figs-exmetaphor	But if someone walks at night, he stumbles because the light is not in him	1	In this verse Jesus expands the metaphor from the previous verse about a person walking outside. In this metaphor Jesus uses **the light** to refer to himself, who has previously called himself “the Light of the World” in [8:12](../08/12.md) and [9:5](../09/05.md). This whole metaphor could mean: (1) if his disciples tried to do God’s work after the limited time God had given him to be with them (the **night** which comes after “the daytime”), they would fail (**stumble**) because Jesus would not be with them. This interpretation has a similar meaning to Jesus’ statement in [9:4](../09/04.md). Alternate translation: “If you try to do this work after I have left, you will fail because I, the light, am not with you.” (2) someone who does not act according to God’s will (**walks at night**) is an unbeliever who fails completely (**stumble**) because that person does not know Jesus. Alternate translation: “If someone does not act according to God’s will, he will fail because he does not know me, the light”
11:11	fan2		rc://*/ta/man/translate/figs-pastforfuture	he says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
11:11	bev5		rc://*/ta/man/translate/figs-euphemism	Our friend Lazarus has fallen asleep	1	Jesus uses **fallen asleep** to refer to being dead. This is a polite way of referring to something unpleasant. Since Jesus explains the meaning in [11:14](../11/14.md), you do not need to explain it here. However, If you have an idiom for this idea in your language, you may use it here.
11:11	ze1z		rc://*/ta/man/translate/figs-idiom	but I am going so that I may wake him out of sleep	1	Here, **wake him out of sleep** refers to Jesus’ plan to cause Lazarus to become alive again. If you have an idiom for this idea in your language, you may use it here. Since the disciples do not understand what Jesus is saying here, do not translate this plainly.
11:12	hn2j		rc://*/ta/man/translate/figs-euphemism	if he has fallen asleep	1	See how you translated **fallen asleep** in the previous verse.
11:13	h3kl		rc://*/ta/man/translate/writing-background		0	In this verse John briefly stops telling the events in the story in order to give background information about Jesus’ conversation with his disciples. Use the natural form in your language for expressing background information.
11:13	tt6v		rc://*/ta/man/translate/writing-pronouns	those ones	1	Here, **those ones** refers to Jesus’ disciples. If it would be more natural in your language, you could state this explicitly, as in the UST.
11:13	leg3		rc://*/ta/man/translate/figs-pastforfuture	he is speaking	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
11:13	pf8u		rc://*/ta/man/translate/figs-possession	the sleep of slumber	1	John is using **of** to describe **sleep** that is **slumber**. If this is not clear in your language, you could use a different expression. Alternate translation: “sleep that is actually sleep” or “natural sleep”
11:14	azy3			Jesus then said to them plainly	1	Here, **plainly** means to say something clearly without using and metaphors or others figures of speech. Because the disciples did not understand the metaphor Jesus told them in [11:11](../11/11.md), he told them the meaning plainly. Alternate translation: “Jesus then said to them in words that they could understand”
11:15	c4wj			for your sakes	1	Alternate translation: “for your benefit” or “for your good”
11:15	ar2j		rc://*/ta/man/translate/figs-ellipsis	so that you may believe	1	Here, Jesus is leaving out some words that a clause would need in many languages to be complete. If it would be helpful in your language, you could supply this word from the context. You may also need to start a new sentence. Alternate translation: “for I allowed this to happen so that you may believe in me” or “for I let Lazarus die so that you may believe that I am the Messiah”
11:16	ymy6		rc://*/ta/man/translate/translate-names	Didymus	1	**Didymus** is the name of a man. It is a Greek word that means “twin” and is Thomas’ other name.
11:17	we1k		rc://*/ta/man/translate/figs-activepassive	Jesus found him having already been in the tomb for four days	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Jesus found him; people had put his body in the tomb four days earlier”
11:18	icrj		rc://*/ta/man/translate/writing-background	Now Bethany was near Jerusalem, about 15 stadia away	1	This verse gives background information about the place where this event took place. Use the natural form in your language for expressing background information. Alternate translation: “This event took place in Bethany, which was near Jerusalem and was about 15 stadia away”
11:18	d35v		rc://*/ta/man/translate/translate-bdistance	15 stadia away	1	The word **stadia** is the plural of “stadium,” which is a Roman measurement of distance equivalent to about 185 meters or a little over 600 feet. If it would be helpful to your readers, you could express this in terms of modern measurements, either in the text or a footnote. Alternate translation: “about two miles away”
11:19	pxw3		rc://*/ta/man/translate/writing-background		0	This verse gives background information about the people who were present when this event took place. Use the natural form in your language for expressing background information.
11:19	ctr6		rc://*/ta/man/translate/figs-explicit	the Jews	1	Here, **the Jews** refers to people living in Judea, particularly the Jewish friends of Lazarus’ family. It does not refer to the Jewish leaders or those Jews who opposed Jesus. See the discussion of this term in the General Notes for this chapter. If this might confuse your readers, you could express the meaning explicitly, as in the UST.
11:19	m26v		rc://*/ta/man/translate/translate-kinship	their brother	1	See how you translated **brother** in [11:2](../11/02.md).
11:20	k7dy		rc://*/ta/man/translate/figs-quotations	she heard, “Jesus is coming	1	If it would be more natural in your language, you could express this statement as an indirect quotation. Alternate translation: “she heard that Jesus was coming”
11:21	ef5h		rc://*/ta/man/translate/grammar-connect-condition-contrary	if you were here, my brother would not have died	1	**Martha** is making a conditional statement that sounds hypothetical, but she knows that the condition is not true. **Jesus** had not been there and her **brother** had **died**. Use a natural form in your language for introducing a condition that the speaker believes is not true. Alternate translation: “if you had been here, but you were not, my brother would not have died, but he did”
11:21	g9xt		rc://*/ta/man/translate/translate-kinship	brother	1	See how you translated **brother** in [11:2](../11/02.md).
11:23	c1rc		rc://*/ta/man/translate/figs-pastforfuture	says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
11:23	j8p2		rc://*/ta/man/translate/figs-idiom	Your brother will rise again	1	Here, **rise again** is an idiom that refers to a died person becoming **alive again**. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “Your brother will become alive again”
11:23	hf5m		rc://*/ta/man/translate/translate-kinship	brother	1	See how you translated **brother** in [11:2](../11/02.md).
11:24	f0qy		rc://*/ta/man/translate/figs-pastforfuture	says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
11:24	z7el		rc://*/ta/man/translate/figs-idiom	he will rise again	1	See how you translated **rise again** in the previous verse.
11:24	bco7		rc://*/ta/man/translate/figs-abstractnouns	in the resurrection	1	If your language does not use an abstract noun for the idea of **resurrection**, you could express the same idea in another way. Alternate translation: “when God resurrects people” or “when God brings people back from the dead”
11:24	lxqk		rc://*/ta/man/translate/figs-explicit	on the last day	1	Here, **the last day** refers to “the day of the Lord,” which is the time when God judges everyone, Jesus returns to earth, and the bodies of those who are dead are raised from their graves. (See: [[rc://*/tw/dict/bible/kt/dayofthelord]]). If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “on the day when God judges everyone”
11:25	ky99		rc://*/ta/man/translate/figs-explicit	the resurrection	1	Here, **Jesus** calls himself **the resurrection** in order to say that he is the one who causes dead people to come back to life. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “the one who resurrects dead people” or “the one who brings dead people back to life”
11:25	o9qv		rc://*/ta/man/translate/figs-explicit	the life	1	Here, **Jesus** calls himself **the life** in order to say that he is the one who gives people eternal **life**. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “the one who makes people live forever” or “the one who causes people to live forever”
11:25	chs2		rc://*/ta/man/translate/figs-explicit	even if he dies	1	Here, **dies** refers to physical death. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “even if his body dies”
11:25	ef7a		rc://*/ta/man/translate/figs-explicit	will live	1	Here, **live** refers to having eternal life. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “will have eternal life”
